Year,Network,School_ID,School_Name,White_n,White_pct,Black_n,Black_pct,Asian_n,Asian_pct,NativeAmerican_n,NativeAmerican_pct,Hispanic_n,Hispanic_pct,Mexican_n,Mexican_pct,PuertoRican_n,PuertoRican_pct,Cuban_n,Cuban_pct,OtherHispanic_n,OtherHispanic_pct,MENA_n,MENA_pct,Multiracial_n,Multiracial_pct,Hawaiian/Pacific Islander_n,Hawaiian/Pacific Islander_pct,Asian/Pacific Islander (Retired)_n,Asian/Pacific Islander (Retired)_pct,Not Available_n,Not Available_pct
2025-2026,Network 11,609927.0,FOSTER PARK,2.0,0.005449591280653951,331.0,0.9019073569482289,0.0,0.0,0.0,0.0,33.0,0.08991825613079019,,,,,,,,,0.0,0.0,1.0,0.0027247956403269754,0.0,0.0,,,0.0,0.0
2025-2026,Network 9,609928.0,FARMER,0.0,0.0,283.0,0.9528619528619529,0.0,0.0,1.0,0.003367003367003367,9.0,0.030303030303030304,,,,,,,,,0.0,0.0,4.0,0.013468013468013467,0.0,0.0,,,0.0,0.0
2025-2026,Network 8,609929.0,FULTON,0.0,0.0,44.0,0.14057507987220447,0.0,0.0,3.0,0.009584664536741214,264.0,0.8434504792332268,,,,,,,,,0.0,0.0,2.0,0.006389776357827476,0.0,0.0,,,0.0,0.0
2025-2026,Network 4,609930.0,FUNSTON,13.0,0.030303030303030304,37.0,0.08624708624708624,0.0,0.0,0.0,0.0,376.0,0.8764568764568764,,,,,,,,,0.0,0.0,3.0,0.006993006993006993,0.0,0.0,,,0.0,0.0
2025-2026,Network 2,609933.0,GALE,17.0,0.05782312925170068,179.0,0.608843537414966,22.0,0.07482993197278912,1.0,0.003401360544217687,65.0,0.22108843537414966,,,,,,,,,0.0,0.0,7.0,0.023809523809523808,0.0,0.0,,,3.0,0.01020408163265306
2025-2026,Network 13,609935.0,GALLISTEL,13.0,0.022569444444444444,23.0,0.03993055555555555,1.0,0.001736111111111111,4.0,0.006944444444444444,534.0,0.9270833333333334,,,,,,,,,0.0,0.0,1.0,0.001736111111111111,0.0,0.0,,,0.0,0.0
2025-2026,Network 1,609937.0,GARVY,349.0,0.47547683923705725,20.0,0.027247956403269755,68.0,0.09264305177111716,1.0,0.0013623978201634877,264.0,0.35967302452316074,,,,,,,,,0.0,0.0,30.0,0.04087193460490463,2.0,0.0027247956403269754,,,0.0,0.0
2025-2026,Network 7,609938.0,GARY,2.0,0.0031847133757961785,3.0,0.004777070063694267,3.0,0.004777070063694267,1.0,0.0015923566878980893,619.0,0.9856687898089171,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0
2025-2026,Network 12,609939.0,GILLESPIE,2.0,0.006944444444444444,265.0,0.9201388888888888,0.0,0.0,1.0,0.003472222222222222,18.0,0.0625,,,,,,,,,0.0,0.0,2.0,0.006944444444444444,0.0,0.0,,,0.0,0.0
2025-2026,Network 11,609941.0,RANDOLPH,9.0,0.028938906752411574,208.0,0.6688102893890675,0.0,0.0,0.0,0.0,93.0,0.2990353697749196,,,,,,,,,0.0,0.0,1.0,0.003215434083601286,0.0,0.0,,,0.0,0.0
2025-2026,Network 4,609942.0,GOETHE,165.0,0.23044692737430167,55.0,0.07681564245810056,18.0,0.025139664804469275,4.0,0.00558659217877095,445.0,0.6215083798882681,,,,,,,,,0.0,0.0,29.0,0.040502793296089384,0.0,0.0,,,0.0,0.0
2025-2026,Network 13,609943.0,OWENS,0.0,0.0,280.0,0.9395973154362416,0.0,0.0,0.0,0.0,15.0,0.050335570469798654,,,,,,,,,0.0,0.0,3.0,0.010067114093959731,0.0,0.0,,,0.0,0.0
2025-2026,Network 13,609944.0,GRISSOM,20.0,0.07380073800738007,26.0,0.0959409594095941,2.0,0.007380073800738007,0.0,0.0,222.0,0.8191881918819188,,,,,,,,,0.0,0.0,1.0,0.0036900369003690036,0.0,0.0,,,0.0,0.0
2025-2026,Network 2,609945.0,GOUDY,26.0,0.05360824742268041,147.0,0.3030927835051546,150.0,0.30927835051546393,4.0,0.008247422680412371,138.0,0.2845360824742268,,,,,,,,,0.0,0.0,20.0,0.041237113402061855,0.0,0.0,,,0.0,0.0
2025-2026,Network 6,609947.0,GRAHAM ES,65.0,0.19637462235649547,65.0,0.19637462235649547,3.0,0.00906344410876133,5.0,0.015105740181268883,189.0,0.5709969788519638,,,,,,,,,0.0,0.0,3.0,0.00906344410876133,1.0,0.0030211480362537764,,,0.0,0.0
2025-2026,Network 1,609949.0,GRAY,153.0,0.15392354124748492,25.0,0.025150905432595575,24.0,0.02414486921529175,7.0,0.007042253521126761,759.0,0.7635814889336016,,,,,,,,,0.0,0.0,22.0,0.022132796780684104,3.0,0.0030181086519114686,,,1.0,0.001006036217303823
2025-2026,Network 7,609950.0,ORTIZ DE DOMINGUEZ,8.0,0.02197802197802198,6.0,0.016483516483516484,0.0,0.0,0.0,0.0,350.0,0.9615384615384616,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0
2025-2026,Network 9,609951.0,ARIEL,1.0,0.002570694087403599,373.0,0.9588688946015425,0.0,0.0,0.0,0.0,10.0,0.02570694087403599,,,,,,,,,0.0,0.0,5.0,0.012853470437017995,0.0,0.0,,,0.0,0.0
2025-2026,Network 8,609952.0,GREENE,7.0,0.02356902356902357,10.0,0.03367003367003367,17.0,0.05723905723905724,0.0,0.0,260.0,0.8754208754208754,,,,,,,,,0.0,0.0,3.0,0.010101010101010102,0.0,0.0,,,0.0,0.0
2025-2026,Network 5,609954.0,GREGORY,5.0,0.016666666666666666,245.0,0.8166666666666667,0.0,0.0,1.0,0.0033333333333333335,49.0,0.16333333333333333,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0
2025-2026,Network 11,609955.0,GRESHAM,0.0,0.0,282.0,0.9215686274509803,0.0,0.0,0.0,0.0,23.0,0.07516339869281045,,,,,,,,,0.0,0.0,1.0,0.0032679738562091504,0.0,0.0,,,0.0,0.0
2025-2026,Network 10,609956.0,GRIMES,21.0,0.05737704918032787,10.0,0.0273224043715847,2.0,0.00546448087431694,0.0,0.0,329.0,0.8989071038251366,,,,,,,,,1.0,0.00273224043715847,3.0,0.00819672131147541,0.0,0.0,,,0.0,0.0
2025-2026,Network 8,609958.0,GUNSAULUS,33.0,0.04932735426008968,10.0,0.014947683109118086,8.0,0.01195814648729447,1.0,0.0014947683109118087,613.0,0.9162929745889388,,,,,,,,,0.0,0.0,3.0,0.004484304932735426,0.0,0.0,,,1.0,0.0014947683109118087
2025-2026,Network 6,609959.0,HAINES,6.0,0.01348314606741573,41.0,0.09213483146067415,371.0,0.8337078651685393,1.0,0.0022471910112359553,25.0,0.056179775280898875,,,,,,,,,0.0,0.0,1.0,0.0022471910112359553,0.0,0.0,,,0.0,0.0
2025-2026,Network 10,609960.0,HALE,81.0,0.10714285714285714,27.0,0.03571428571428571,2.0,0.0026455026455026454,3.0,0.003968253968253968,635.0,0.83994708994709,,,,,,,,,0.0,0.0,4.0,0.005291005291005291,4.0,0.005291005291005291,,,0.0,0.0
2025-2026,Network 12,609961.0,NINOS HEROES,5.0,0.017241379310344827,195.0,0.6724137931034483,0.0,0.0,2.0,0.006896551724137931,87.0,0.3,,,,,,,,,0.0,0.0,1.0,0.0034482758620689655,0.0,0.0,,,0.0,0.0
2025-2026,Network 4,609963.0,HAMILTON,336.0,0.691358024691358,16.0,0.03292181069958848,11.0,0.02263374485596708,1.0,0.00205761316872428,70.0,0.1440329218106996,,,,,,,,,0.0,0.0,50.0,0.102880658436214,1.0,0.00205761316872428,,,1.0,0.00205761316872428
2025-2026,Network 8,609964.0,HAMLINE,5.0,0.009025270758122744,37.0,0.06678700361010831,4.0,0.007220216606498195,1.0,0.0018050541516245488,505.0,0.9115523465703971,,,,,,,,,0.0,0.0,2.0,0.0036101083032490976,0.0,0.0,,,0.0,0.0
2025-2026,Network 7,609966.0,HAMMOND,11.0,0.048672566371681415,26.0,0.11504424778761062,1.0,0.004424778761061947,0.0,0.0,188.0,0.831858407079646,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0
2025-2026,Network 7,609967.0,FINKL,11.0,0.04741379310344827,26.0,0.11206896551724138,0.0,0.0,4.0,0.017241379310344827,189.0,0.8146551724137931,,,,,,,,,0.0,0.0,0.0,0.0,2.0,0.008620689655172414,,,0.0,0.0
2025-2026,Network 4,609968.0,MCAULIFFE,20.0,0.0398406374501992,30.0,0.05976095617529881,5.0,0.0099601593625498,3.0,0.00597609561752988,439.0,0.8745019920318725,,,,,,,,,0.0,0.0,4.0,0.00796812749003984,0.0,0.0,,,1.0,0.00199203187250996
2025-2026,Network 9,609969.0,HARTE,14.0,0.044585987261146494,244.0,0.7770700636942676,5.0,0.01592356687898089,4.0,0.012738853503184714,38.0,0.12101910828025478,,,,,,,,,0.0,0.0,7.0,0.022292993630573247,2.0,0.006369426751592357,,,0.0,0.0
2025-2026,Network 11,609971.0,HARVARD,0.0,0.0,281.0,0.8463855421686747,0.0,0.0,0.0,0.0,49.0,0.14759036144578314,,,,,,,,,0.0,0.0,1.0,0.0030120481927710845,0.0,0.0,,,1.0,0.0030120481927710845
2025-2026,ISP,609972.0,HAUGAN,78.0,0.0718232044198895,30.0,0.027624309392265192,38.0,0.034990791896869246,37.0,0.03406998158379374,891.0,0.8204419889502762,,,,,,,,,0.0,0.0,11.0,0.010128913443830571,0.0,0.0,,,1.0,0.0009208103130755065
2025-2026,Network 7,609973.0,ZAPATA,15.0,0.031446540880503145,2.0,0.0041928721174004195,1.0,0.0020964360587002098,0.0,0.0,459.0,0.9622641509433962,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0
2025-2026,Network 4,609974.0,HAWTHORNE,340.0,0.5263157894736842,28.0,0.043343653250773995,87.0,0.1346749226006192,1.0,0.0015479876160990713,124.0,0.19195046439628483,,,,,,,,,0.0,0.0,65.0,0.10061919504643962,1.0,0.0015479876160990713,,,0.0,0.0
2025-2026,Network 3,609975.0,HAY,7.0,0.031818181818181815,136.0,0.6181818181818182,0.0,0.0,0.0,0.0,74.0,0.33636363636363636,,,,,,,,,0.0,0.0,3.0,0.013636363636363636,0.0,0.0,,,0.0,0.0
2025-2026,Network 2,609976.0,HAYT,104.0,0.11672278338945005,176.0,0.19753086419753085,246.0,0.2760942760942761,7.0,0.007856341189674524,325.0,0.36475869809203143,,,,,,,,,2.0,0.002244668911335578,31.0,0.03479236812570146,0.0,0.0,,,0.0,0.0
2025-2026,Network 9,609977.0,WOODLAWN,0.0,0.0,174.0,0.9508196721311475,0.0,0.0,0.0,0.0,7.0,0.03825136612021858,,,,,,,,,0.0,0.0,2.0,0.01092896174863388,0.0,0.0,,,0.0,0.0
2025-2026,Network 13,609978.0,SMITH,3.0,0.0076726342710997444,364.0,0.9309462915601023,0.0,0.0,1.0,0.0025575447570332483,19.0,0.04859335038363171,,,,,,,,,0.0,0.0,4.0,0.010230179028132993,0.0,0.0,,,0.0,0.0
2025-2026,Network 6,609979.0,HEALY,63.0,0.05445116681071737,38.0,0.032843560933448576,852.0,0.7363872082973206,2.0,0.001728608470181504,185.0,0.1598962834917891,,,,,,,,,0.0,0.0,15.0,0.01296456352636128,2.0,0.001728608470181504,,,0.0,0.0
2025-2026,Network 10,609981.0,HEARST,8.0,0.03333333333333333,78.0,0.325,1.0,0.004166666666666667,0.0,0.0,152.0,0.6333333333333333,,,,,,,,,0.0,0.0,1.0,0.004166666666666667,0.0,0.0,,,0.0,0.0
2025-2026,Network 8,609983.0,HEDGES,5.0,0.010706638115631691,6.0,0.01284796573875803,2.0,0.004282655246252677,7.0,0.014989293361884369,447.0,0.9571734475374732,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0
2025-2026,Network 5,609985.0,HEFFERAN,3.0,0.015706806282722512,151.0,0.7905759162303665,0.0,0.0,1.0,0.005235602094240838,34.0,0.17801047120418848,,,,,,,,,0.0,0.0,2.0,0.010471204188481676,0.0,0.0,,,0.0,0.0
2025-2026,Network 8,609986.0,HENDERSON,0.0,0.0,96.0,0.4444444444444444,0.0,0.0,1.0,0.004629629629629629,118.0,0.5462962962962963,,,,,,,,,0.0,0.0,0.0,0.0,1.0,0.004629629629629629,,,0.0,0.0
2025-2026,Network 9,609987.0,HENDRICKS,4.0,0.019417475728155338,174.0,0.8446601941747572,2.0,0.009708737864077669,0.0,0.0,24.0,0.11650485436893204,,,,,,,,,0.0,0.0,1.0,0.0048543689320388345,1.0,0.0048543689320388345,,,0.0,0.0
2025-2026,Network 1,609988.0,HENRY,27.0,0.06506024096385542,10.0,0.024096385542168676,16.0,0.03855421686746988,7.0,0.016867469879518072,350.0,0.8433734939759037,,,,,,,,,0.0,0.0,1.0,0.0024096385542168677,0.0,0.0,,,4.0,0.00963855421686747
2025-2026,ISP,609990.0,SOUTH LOOP,278.0,0.31026785714285715,294.0,0.328125,121.0,0.13504464285714285,2.0,0.002232142857142857,117.0,0.13058035714285715,,,,,,,,,1.0,0.0011160714285714285,81.0,0.09040178571428571,1.0,0.0011160714285714285,,,1.0,0.0011160714285714285
2025-2026,Network 7,609991.0,HERZL,5.0,0.011337868480725623,372.0,0.8435374149659864,0.0,0.0,2.0,0.0045351473922902496,59.0,0.13378684807256236,,,,,,,,,1.0,0.0022675736961451248,1.0,0.0022675736961451248,1.0,0.0022675736961451248,,,0.0,0.0
2025-2026,ISP,609993.0,LARA,1.0,0.002793296089385475,14.0,0.03910614525139665,1.0,0.002793296089385475,0.0,0.0,340.0,0.9497206703910615,,,,,,,,,0.0,0.0,2.0,0.00558659217877095,0.0,0.0,,,0.0,0.0
2025-2026,Network 1,609994.0,HIBBARD,68.0,0.07962529274004684,28.0,0.03278688524590164,52.0,0.06088992974238876,6.0,0.00702576112412178,680.0,0.7962529274004684,,,,,,,,,2.0,0.00234192037470726,17.0,0.01990632318501171,1.0,0.00117096018735363,,,0.0,0.0
2025-2026,Network 1,609995.0,HITCH,163.0,0.3528138528138528,11.0,0.023809523809523808,52.0,0.11255411255411256,2.0,0.004329004329004329,217.0,0.4696969696969697,,,,,,,,,0.0,0.0,14.0,0.030303030303030304,1.0,0.0021645021645021645,,,2.0,0.004329004329004329
2025-2026,ISP,609996.0,HOLDEN,84.0,0.2131979695431472,51.0,0.12944162436548223,54.0,0.13705583756345177,1.0,0.0025380710659898475,194.0,0.49238578680203043,,,,,,,,,0.0,0.0,10.0,0.025380710659898477,0.0,0.0,,,0.0,0.0
2025-2026,Network 8,609997.0,HOLMES,3.0,0.019736842105263157,91.0,0.5986842105263158,0.0,0.0,0.0,0.0,57.0,0.375,,,,,,,,,0.0,0.0,1.0,0.006578947368421052,0.0,0.0,,,0.0,0.0
2025-2026,Network 3,610000.0,HOWE,7.0,0.020958083832335328,242.0,0.7245508982035929,0.0,0.0,0.0,0.0,82.0,0.24550898203592814,,,,,,,,,0.0,0.0,3.0,0.008982035928143712,0.0,0.0,,,0.0,0.0
2025-2026,Network 12,610002.0,HOYNE,0.0,0.0,207.0,0.9764150943396226,0.0,0.0,0.0,0.0,2.0,0.009433962264150943,,,,,,,,,0.0,0.0,3.0,0.014150943396226415,0.0,0.0,,,0.0,0.0
2025-2026,Network 11,610003.0,CUFFE,1.0,0.004032258064516129,239.0,0.9637096774193549,0.0,0.0,0.0,0.0,7.0,0.028225806451612902,,,,,,,,,0.0,0.0,1.0,0.004032258064516129,0.0,0.0,,,0.0,0.0
2025-2026,Network 13,610004.0,CULLEN,1.0,0.005780346820809248,167.0,0.9653179190751445,0.0,0.0,0.0,0.0,4.0,0.023121387283236993,,,,,,,,,0.0,0.0,1.0,0.005780346820809248,0.0,0.0,,,0.0,0.0
2025-2026,Network 7,610005.0,HUGHES C,3.0,0.014778325123152709,128.0,0.6305418719211823,0.0,0.0,4.0,0.019704433497536946,67.0,0.33004926108374383,,,,,,,,,0.0,0.0,1.0,0.0049261083743842365,0.0,0.0,,,0.0,0.0
2025-2026,Network 10,610006.0,HURLEY,8.0,0.01092896174863388,9.0,0.012295081967213115,1.0,0.001366120218579235,4.0,0.00546448087431694,709.0,0.9685792349726776,,,,,,,,,0.0,0.0,1.0,0.001366120218579235,0.0,0.0,,,0.0,0.0
2025-2026,Network 6,610009.0,GALILEO,64.0,0.11721611721611722,141.0,0.25824175824175827,24.0,0.04395604395604396,0.0,0.0,290.0,0.5311355311355311,,,,,,,,,0.0,0.0,26.0,0.047619047619047616,1.0,0.0018315018315018315,,,0.0,0.0
2025-2026,Network 4,610010.0,JAHN,117.0,0.319672131147541,71.0,0.19398907103825136,8.0,0.02185792349726776,0.0,0.0,147.0,0.4016393442622951,,,,,,,,,0.0,0.0,23.0,0.06284153005464481,0.0,0.0,,,0.0,0.0
2025-2026,Network 2,610011.0,JAMIESON,186.0,0.21959858323494688,83.0,0.09799291617473435,293.0,0.345926800472255,8.0,0.009445100354191263,252.0,0.2975206611570248,,,,,,,,,0.0,0.0,24.0,0.02833530106257379,0.0,0.0,,,1.0,0.0011806375442739079
2025-2026,Network 7,610013.0,PILSEN,2.0,0.009345794392523364,23.0,0.10747663551401869,0.0,0.0,2.0,0.009345794392523364,185.0,0.8644859813084113,,,,,,,,,0.0,0.0,2.0,0.009345794392523364,0.0,0.0,,,0.0,0.0
2025-2026,ISP,610015.0,JUNGMAN,32.0,0.10158730158730159,77.0,0.24444444444444444,12.0,0.0380952380952381,4.0,0.012698412698412698,177.0,0.5619047619047619,,,,,,,,,0.0,0.0,9.0,0.02857142857142857,0.0,0.0,,,4.0,0.012698412698412698
2025-2026,Network 10,610016.0,KELLOGG,44.0,0.1476510067114094,226.0,0.7583892617449665,1.0,0.003355704697986577,0.0,0.0,20.0,0.06711409395973154,,,,,,,,,0.0,0.0,7.0,0.02348993288590604,0.0,0.0,,,0.0,0.0
2025-2026,Network 7,610017.0,SAUCEDO,26.0,0.02924634420697413,51.0,0.05736782902137233,1.0,0.0011248593925759281,0.0,0.0,805.0,0.905511811023622,,,,,,,,,0.0,0.0,6.0,0.006749156355455568,0.0,0.0,,,0.0,0.0
2025-2026,Network 11,610019.0,KERSHAW,0.0,0.0,222.0,0.9652173913043478,0.0,0.0,0.0,0.0,7.0,0.030434782608695653,,,,,,,,,0.0,0.0,1.0,0.004347826086956522,0.0,0.0,,,0.0,0.0
2025-2026,Network 5,610021.0,CASALS,14.0,0.04697986577181208,75.0,0.2516778523489933,0.0,0.0,2.0,0.006711409395973154,202.0,0.6778523489932886,,,,,,,,,0.0,0.0,4.0,0.013422818791946308,1.0,0.003355704697986577,,,0.0,0.0
2025-2026,Network 2,610022.0,KILMER,121.0,0.15837696335078533,169.0,0.2212041884816754,94.0,0.12303664921465969,8.0,0.010471204188481676,308.0,0.4031413612565445,,,,,,,,,0.0,0.0,37.0,0.04842931937172775,2.0,0.002617801047120419,,,25.0,0.032722513089005235
2025-2026,ISP,610024.0,CARDENAS,19.0,0.027298850574712645,27.0,0.03879310344827586,0.0,0.0,0.0,0.0,648.0,0.9310344827586207,,,,,,,,,0.0,0.0,2.0,0.0028735632183908046,0.0,0.0,,,0.0,0.0
2025-2026,Network 10,610026.0,KINZIE,104.0,0.1664,23.0,0.0368,4.0,0.0064,0.0,0.0,491.0,0.7856,,,,,,,,,0.0,0.0,3.0,0.0048,0.0,0.0,,,0.0,0.0
2025-2026,Network 11,610027.0,KIPLING,0.0,0.0,222.0,0.9652173913043478,0.0,0.0,0.0,0.0,7.0,0.030434782608695653,,,,,,,,,0.0,0.0,1.0,0.004347826086956522,0.0,0.0,,,0.0,0.0
2025-2026,Network 6,610029.0,LOZANO,28.0,0.11570247933884298,53.0,0.2190082644628099,2.0,0.008264462809917356,2.0,0.008264462809917356,146.0,0.6033057851239669,,,,,,,,,0.0,0.0,8.0,0.03305785123966942,3.0,0.012396694214876033,,,0.0,0.0
2025-2026,Network 9,610030.0,KOZMINSKI,6.0,0.024489795918367346,184.0,0.7510204081632653,8.0,0.0326530612244898,2.0,0.00816326530612245,45.0,0.1836734693877551,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0
2025-2026,Network 11,610032.0,GREEN,3.0,0.012,232.0,0.928,0.0,0.0,2.0,0.008,12.0,0.048,,,,,,,,,0.0,0.0,1.0,0.004,0.0,0.0,,,0.0,0.0
2025-2026,Network 4,610033.0,LASALLE,151.0,0.3240343347639485,168.0,0.3605150214592275,26.0,0.055793991416309016,0.0,0.0,89.0,0.19098712446351931,,,,,,,,,0.0,0.0,24.0,0.05150214592274678,0.0,0.0,,,8.0,0.017167381974248927
2025-2026,Network 5,610034.0,LAWNDALE,1.0,0.0048543689320388345,171.0,0.8300970873786407,0.0,0.0,0.0,0.0,33.0,0.16019417475728157,,,,,,,,,0.0,0.0,0.0,0.0,1.0,0.0048543689320388345,,,0.0,0.0
2025-2026,Network 3,610036.0,LEWIS,1.0,0.0024691358024691358,175.0,0.43209876543209874,1.0,0.0024691358024691358,0.0,0.0,219.0,0.5407407407407407,,,,,,,,,0.0,0.0,9.0,0.022222222222222223,0.0,0.0,,,0.0,0.0
2025-2026,Network 8,610037.0,LIBBY,7.0,0.023178807947019868,143.0,0.4735099337748344,0.0,0.0,0.0,0.0,151.0,0.5,,,,,,,,,0.0,0.0,1.0,0.0033112582781456954,0.0,0.0,,,0.0,0.0
2025-2026,Network 4,610038.0,LINCOLN,528.0,0.6118192352259559,77.0,0.08922363847045191,96.0,0.11123986095017381,1.0,0.0011587485515643105,78.0,0.09038238702201622,,,,,,,,,0.0,0.0,80.0,0.09269988412514485,2.0,0.002317497103128621,,,1.0,0.0011587485515643105
2025-2026,Network 4,610039.0,VON LINNE,163.0,0.23970588235294119,18.0,0.026470588235294117,9.0,0.013235294117647059,7.0,0.010294117647058823,436.0,0.6411764705882353,,,,,,,,,0.0,0.0,35.0,0.051470588235294115,2.0,0.0029411764705882353,,,10.0,0.014705882352941176
2025-2026,Network 3,610040.0,LLOYD,12.0,0.015189873417721518,17.0,0.021518987341772152,0.0,0.0,4.0,0.005063291139240506,752.0,0.9518987341772152,,,,,,,,,0.0,0.0,5.0,0.006329113924050633,0.0,0.0,,,0.0,0.0
2025-2026,Network 3,610041.0,LOCKE J,152.0,0.1487279843444227,36.0,0.03522504892367906,9.0,0.008806262230919765,1.0,0.0009784735812133072,809.0,0.7915851272015656,,,,,,,,,4.0,0.003913894324853229,10.0,0.009784735812133072,1.0,0.0009784735812133072,,,0.0,0.0
2025-2026,Network 3,610043.0,LOVETT,10.0,0.03164556962025317,210.0,0.6645569620253164,0.0,0.0,1.0,0.0031645569620253164,90.0,0.2848101265822785,,,,,,,,,0.0,0.0,4.0,0.012658227848101266,1.0,0.0031645569620253164,,,0.0,0.0
2025-2026,Network 5,610044.0,LOWELL,6.0,0.019543973941368076,69.0,0.2247557003257329,0.0,0.0,0.0,0.0,231.0,0.752442996742671,,,,,,,,,0.0,0.0,1.0,0.003257328990228013,0.0,0.0,,,0.0,0.0
2025-2026,Network 3,610046.0,LYON,34.0,0.03571428571428571,17.0,0.017857142857142856,22.0,0.023109243697478993,29.0,0.03046218487394958,839.0,0.8813025210084033,,,,,,,,,3.0,0.0031512605042016808,3.0,0.0031512605042016808,3.0,0.0031512605042016808,,,2.0,0.0021008403361344537
2025-2026,Network 12,610047.0,MADISON,1.0,0.00558659217877095,154.0,0.8603351955307262,0.0,0.0,0.0,0.0,23.0,0.12849162011173185,,,,,,,,,0.0,0.0,1.0,0.00558659217877095,0.0,0.0,,,0.0,0.0
2025-2026,Network 4,610048.0,MANIERRE,6.0,0.024691358024691357,223.0,0.9176954732510288,0.0,0.0,0.0,0.0,10.0,0.0411522633744856,,,,,,,,,0.0,0.0,4.0,0.01646090534979424,0.0,0.0,,,0.0,0.0
2025-2026,Network 3,610051.0,NORTHWEST,5.0,0.009652509652509652,12.0,0.023166023166023165,0.0,0.0,1.0,0.0019305019305019305,499.0,0.9633204633204633,,,,,,,,,0.0,0.0,1.0,0.0019305019305019305,0.0,0.0,,,0.0,0.0
2025-2026,Network 12,610052.0,MANN,1.0,0.003676470588235294,239.0,0.8786764705882353,0.0,0.0,2.0,0.007352941176470588,29.0,0.10661764705882353,,,,,,,,,0.0,0.0,1.0,0.003676470588235294,0.0,0.0,,,0.0,0.0
2025-2026,Network 10,610053.0,MARQUETTE,51.0,0.048525214081826834,262.0,0.24928639391056137,0.0,0.0,4.0,0.003805899143672693,728.0,0.69267364414843,,,,,,,,,0.0,0.0,4.0,0.003805899143672693,2.0,0.0019029495718363464,,,0.0,0.0
2025-2026,Network 13,610054.0,MARSH,12.0,0.020512820512820513,65.0,0.1111111111111111,0.0,0.0,12.0,0.020512820512820513,493.0,0.8427350427350427,,,,,,,,,0.0,0.0,3.0,0.005128205128205128,0.0,0.0,,,0.0,0.0
2025-2026,Network 5,610055.0,FARADAY,1.0,0.006134969325153374,141.0,0.8650306748466258,0.0,0.0,0.0,0.0,19.0,0.1165644171779141,,,,,,,,,0.0,0.0,2.0,0.012269938650306749,0.0,0.0,,,0.0,0.0
2025-2026,Network 7,610056.0,MASON,1.0,0.0044444444444444444,163.0,0.7244444444444444,0.0,0.0,0.0,0.0,60.0,0.26666666666666666,,,,,,,,,0.0,0.0,1.0,0.0044444444444444444,0.0,0.0,,,0.0,0.0
2025-2026,Network 10,610057.0,FAIRFIELD,2.0,0.004301075268817204,67.0,0.14408602150537633,0.0,0.0,6.0,0.012903225806451613,386.0,0.8301075268817204,,,,,,,,,0.0,0.0,4.0,0.008602150537634409,0.0,0.0,,,0.0,0.0
2025-2026,Network 4,610059.0,MAYER,541.0,0.6962676962676962,61.0,0.07850707850707851,45.0,0.05791505791505792,1.0,0.001287001287001287,63.0,0.08108108108108109,,,,,,,,,0.0,0.0,59.0,0.07593307593307594,5.0,0.006435006435006435,,,2.0,0.002574002574002574
2025-2026,Network 6,610060.0,CHICAGO WORLD LANGUAGE ACADEMY,44.0,0.09821428571428571,181.0,0.40401785714285715,80.0,0.17857142857142858,0.0,0.0,110.0,0.24553571428571427,,,,,,,,,0.0,0.0,33.0,0.07366071428571429,0.0,0.0,,,0.0,0.0
2025-2026,Network 6,610062.0,MIÑOSO,44.0,0.1522491349480969,128.0,0.4429065743944637,19.0,0.0657439446366782,1.0,0.0034602076124567475,87.0,0.30103806228373703,,,,,,,,,2.0,0.006920415224913495,7.0,0.02422145328719723,1.0,0.0034602076124567475,,,0.0,0.0
2025-2026,Network 7,610063.0,MCCORMICK,5.0,0.011904761904761904,3.0,0.007142857142857143,0.0,0.0,0.0,0.0,410.0,0.9761904761904762,,,,,,,,,0.0,0.0,2.0,0.004761904761904762,0.0,0.0,,,0.0,0.0
2025-2026,Network 9,610065.0,TILL,1.0,0.0028653295128939827,293.0,0.839541547277937,1.0,0.0028653295128939827,1.0,0.0028653295128939827,52.0,0.1489971346704871,,,,,,,,,0.0,0.0,1.0,0.0028653295128939827,0.0,0.0,,,0.0,0.0
2025-2026,Network 12,610066.0,MCDADE,5.0,0.024752475247524754,183.0,0.905940594059406,0.0,0.0,1.0,0.0049504950495049506,7.0,0.034653465346534656,,,,,,,,,0.0,0.0,6.0,0.0297029702970297,0.0,0.0,,,0.0,0.0
2025-2026,Network 10,610067.0,MCKAY,11.0,0.017241379310344827,246.0,0.38557993730407525,0.0,0.0,3.0,0.004702194357366771,373.0,0.5846394984326019,,,,,,,,,0.0,0.0,5.0,0.007836990595611285,0.0,0.0,,,0.0,0.0
2025-2026,Network 3,610068.0,HANSON PARK,18.0,0.016666666666666666,28.0,0.025925925925925925,5.0,0.004629629629629629,4.0,0.003703703703703704,1022.0,0.9462962962962963,,,,,,,,,0.0,0.0,2.0,0.001851851851851852,1.0,0.000925925925925926,,,0.0,0.0
