Year,Network,School_ID,School_Name,White_n,White_pct,Black_n,Black_pct,Asian_n,Asian_pct,NativeAmerican_n,NativeAmerican_pct,Hispanic_n,Hispanic_pct,Mexican_n,Mexican_pct,PuertoRican_n,PuertoRican_pct,Cuban_n,Cuban_pct,OtherHispanic_n,OtherHispanic_pct,MENA_n,MENA_pct,Multiracial_n,Multiracial_pct,Hawaiian/Pacific Islander_n,Hawaiian/Pacific Islander_pct,Asian/Pacific Islander (Retired)_n,Asian/Pacific Islander (Retired)_pct,Not Available_n,Not Available_pct
2005-2006,,,,4.0,0.7,564.0,99.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.2,0.0,0.0,0.0,0.0,,,0.0,0.0,,,,,,
2005-2006,,,,2.0,0.4,499.0,97.3,0.0,0.0,0.0,0.0,7.0,1.4,3.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,,,5.0,1.0,,,,,,
2005-2006,,,,0.0,0.0,364.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,,,,,,
2005-2006,,,,0.0,0.0,306.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.3,0.0,0.0,0.0,0.0,,,0.0,0.0,,,,,,
2005-2006,,,,0.0,0.0,78.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,,,,,,
2005-2006,,,,0.0,0.0,342.0,94.5,1.0,0.3,0.0,0.0,14.0,3.9,10.0,2.8,1.0,0.3,0.0,0.0,0.0,0.0,,,5.0,1.4,,,,,,
2005-2006,,,,0.0,0.0,674.0,99.9,0.0,0.0,0.0,0.0,1.0,0.1,0.0,0.0,1.0,0.1,0.0,0.0,0.0,0.0,,,0.0,0.0,,,,,,
2005-2006,,,,0.0,0.0,692.0,99.1,0.0,0.0,0.0,0.0,6.0,0.9,5.0,0.7,1.0,0.1,0.0,0.0,0.0,0.0,,,0.0,0.0,,,,,,
2005-2006,,,,0.0,0.0,473.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,,,,,,
2005-2006,,,,1.0,0.2,546.0,99.3,0.0,0.0,0.0,0.0,2.0,0.4,1.0,0.2,2.0,0.4,0.0,0.0,0.0,0.0,,,1.0,0.2,,,,,,
2005-2006,,,,1.0,0.2,22.0,4.9,0.0,0.0,0.0,0.0,437.0,98.0,369.0,82.7,12.0,2.7,1.0,0.2,2.0,0.4,,,5.0,1.1,,,,,,
2005-2006,,,,0.0,0.0,104.0,99.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,1.0,1.0,,,,,,
2005-2006,,,,0.0,0.0,276.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,,,,,,
2005-2006,,,,1.0,0.1,690.0,98.3,0.0,0.0,0.0,0.0,11.0,1.6,7.0,1.0,1.0,0.1,0.0,0.0,2.0,0.3,,,0.0,0.0,,,,,,
2005-2006,,,,0.0,0.0,124.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,,,,,,
2005-2006,,,,0.0,0.0,407.0,99.5,0.0,0.0,0.0,0.0,2.0,0.5,0.0,0.0,2.0,0.5,0.0,0.0,0.0,0.0,,,0.0,0.0,,,,,,
2005-2006,,,,13.0,2.5,283.0,54.4,16.0,3.1,0.0,0.0,207.0,39.800000000000004,181.0,34.8,4.0,0.8,0.0,0.0,5.0,1.0,,,10.0,1.9,,,,,,
2005-2006,,,,0.0,0.0,459.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,,,,,,
2005-2006,,,,0.0,0.0,459.0,98.7,0.0,0.0,0.0,0.0,4.0,0.9,1.0,0.2,1.0,0.2,0.0,0.0,0.0,0.0,,,2.0,0.4,,,,,,
2005-2006,,,,0.0,0.0,75.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.3,1.0,1.3,0.0,0.0,0.0,0.0,,,0.0,0.0,,,,,,
2005-2006,,,,0.0,0.0,306.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,,,,,,
2005-2006,,,,1.0,0.3,274.0,81.5,0.0,0.0,0.0,0.0,60.0,17.900000000000002,54.0,16.1,5.0,1.5,0.0,0.0,0.0,0.0,,,2.0,0.6,,,,,,
2005-2006,,,,0.0,0.0,440.0,99.5,0.0,0.0,0.0,0.0,1.0,0.2,0.0,0.0,0.0,0.0,1.0,0.2,0.0,0.0,,,1.0,0.2,,,,,,
2005-2006,,,,0.0,0.0,591.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,,,,,,
2005-2006,,,,0.0,0.0,835.0,99.6,0.0,0.0,0.0,0.0,2.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,1.0,0.1,,,,,,
2005-2006,,,,0.0,0.0,464.0,98.7,0.0,0.0,0.0,0.0,2.0,0.4,1.0,0.2,2.0,0.4,0.0,0.0,0.0,0.0,,,4.0,0.9,,,,,,
2005-2006,,,,0.0,0.0,91.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,,,,,,
2005-2006,,,,3.0,0.8,310.0,86.8,0.0,0.0,0.0,0.0,41.0,11.5,34.0,9.5,0.0,0.0,0.0,0.0,1.0,0.3,,,3.0,0.8,,,,,,
2005-2006,,,,2.0,0.4,496.0,90.3,0.0,0.0,0.0,0.0,45.0,8.2,26.0,4.7,6.0,1.1,0.0,0.0,0.0,0.0,,,7.0,1.3,,,,,,
2005-2006,,,,0.0,0.0,29.0,13.4,0.0,0.0,0.0,0.0,196.0,90.7,157.0,72.7,5.0,2.3,0.0,0.0,0.0,0.0,,,7.0,3.2,,,,,,
2005-2006,,,,0.0,0.0,214.0,96.8,0.0,0.0,0.0,0.0,6.0,2.7,1.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,,,1.0,0.5,,,,,,
2005-2006,,,,0.0,0.0,482.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,,,,,,
2005-2006,,,,1.0,0.8,105.0,87.5,0.0,0.0,0.0,0.0,15.0,12.5,2.0,1.7,0.0,0.0,0.0,0.0,0.0,0.0,,,1.0,0.8,,,,,,
2005-2006,,,,39.0,14.1,18.0,6.5,5.0,1.8,2.0,0.7,194.0,70.3,141.0,51.1,10.0,3.6,0.0,0.0,0.0,0.0,,,23.0,8.3,,,,,,
2005-2006,,,,11.0,5.3,10.0,4.9,2.0,1.0,4.0,1.9,162.0,78.60000000000001,116.0,56.3,8.0,3.9,0.0,0.0,0.0,0.0,,,23.0,11.2,,,,,,
2005-2006,,,,4.0,0.5,6.0,0.7,0.0,0.0,0.0,0.0,882.0,99.9,732.0,82.9,13.0,1.5,0.0,0.0,4.0,0.5,,,6.0,0.7,,,,,,
2005-2006,,,,5.0,1.2,389.0,95.3,7.0,1.7,1.0,0.2,2.0,0.5,1.0,0.2,1.0,0.2,0.0,0.0,0.0,0.0,,,4.0,1.0,,,,,,
2005-2006,,,,90.0,14.7,139.0,22.7,17.0,2.8,1.0,0.2,354.0,58.0,305.0,49.9,4.0,0.7,0.0,0.0,3.0,0.5,,,11.0,1.8,,,,,,
2005-2006,,,,9.0,2.2,285.0,68.3,1.0,0.2,0.0,0.0,123.0,29.5,98.0,23.5,7.0,1.7,0.0,0.0,3.0,0.7,,,12.0,2.9,,,,,,
2005-2006,,,,3.0,0.4,91.0,12.1,638.0,84.8,0.0,0.0,8.0,1.1,10.0,1.3,1.0,0.1,1.0,0.1,0.0,0.0,,,12.0,1.6,,,,,,
2005-2006,,,,110.0,13.1,15.0,1.8,475.0,56.6,2.0,0.2,192.0,22.900000000000002,151.0,18.0,12.0,1.4,0.0,0.0,0.0,0.0,,,64.0,7.6,,,,,,
2005-2006,,,,78.0,16.3,3.0,0.6,256.0,53.3,1.0,0.2,133.0,27.7,71.0,14.8,6.0,1.3,0.0,0.0,0.0,0.0,,,22.0,4.6,,,,,,
2005-2006,,,,118.0,17.7,10.0,1.5,80.0,12.0,3.0,0.5,418.0,62.8,303.0,45.6,11.0,1.7,0.0,0.0,0.0,0.0,,,66.0,9.9,,,,,,
2005-2006,,,,154.0,28.4,110.0,20.3,152.0,28.0,1.0,0.2,119.0,22.0,8.0,1.5,1.0,0.2,0.0,0.0,0.0,0.0,,,6.0,1.1,,,,,,
2005-2006,,,,4.0,0.9,18.0,3.9,1.0,0.2,0.0,0.0,436.0,95.0,309.0,67.3,2.0,0.4,0.0,0.0,1.0,0.2,,,7.0,1.5,,,,,,
2005-2006,,,,0.0,0.0,74.0,97.4,0.0,0.0,0.0,0.0,1.0,1.3,1.0,1.3,0.0,0.0,0.0,0.0,0.0,0.0,,,1.0,1.3,,,,,,
2005-2006,,,,43.0,15.4,34.0,12.2,14.0,5.0,0.0,0.0,170.0,60.9,117.0,41.9,7.0,2.5,3.0,1.1,1.0,0.4,,,28.0,10.0,,,,,,
2005-2006,,,,0.0,0.0,246.0,99.2,0.0,0.0,0.0,0.0,1.0,0.4,1.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,,,1.0,0.4,,,,,,
2005-2006,,,,0.0,0.0,90.0,85.7,0.0,0.0,0.0,0.0,15.0,14.3,2.0,1.9,3.0,2.9,0.0,0.0,0.0,0.0,,,0.0,0.0,,,,,,
2005-2006,,,,0.0,0.0,657.0,98.6,0.0,0.0,0.0,0.0,2.0,0.3,3.0,0.5,1.0,0.2,0.0,0.0,0.0,0.0,,,7.0,1.1,,,,,,
2005-2006,,,,2.0,0.3,17.0,2.2,0.0,0.0,0.0,0.0,764.0,98.5,700.0,90.2,18.0,2.3,2.0,0.3,12.0,1.5,,,9.0,1.2,,,,,,
2005-2006,,,,0.0,0.0,4.0,0.7,0.0,0.0,0.0,0.0,570.0,99.10000000000001,554.0,96.3,2.0,0.3,0.0,0.0,3.0,0.5,,,12.0,2.1,,,,,,
2005-2006,,,,9.0,1.3,16.0,2.3,0.0,0.0,1.0,0.1,653.0,95.3,585.0,85.4,14.0,2.0,0.0,0.0,7.0,1.0,,,17.0,2.5,,,,,,
2005-2006,,,,3.0,0.5,14.0,2.5,0.0,0.0,0.0,0.0,554.0,97.89999999999999,525.0,92.8,9.0,1.6,0.0,0.0,0.0,0.0,,,5.0,0.9,,,,,,
2005-2006,,,,164.0,32.2,89.0,17.5,126.0,24.7,9.0,1.8,85.0,16.7,66.0,12.9,8.0,1.6,0.0,0.0,1.0,0.2,,,42.0,8.2,,,,,,
2005-2006,,,,80.0,13.4,341.0,57.2,115.0,19.3,1.0,0.2,58.0,9.7,19.0,3.2,2.0,0.3,0.0,0.0,4.0,0.7,,,1.0,0.2,,,,,,
2005-2006,,,,1.0,0.2,502.0,98.4,0.0,0.0,0.0,0.0,7.0,1.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,,,,,,
2005-2006,,,,0.0,0.0,85.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,,,,,,
2005-2006,,,,72.0,20.7,228.0,65.7,22.0,6.3,1.0,0.3,12.0,3.5,5.0,1.4,1.0,0.3,0.0,0.0,2.0,0.6,,,12.0,3.5,,,,,,
2005-2006,,,,16.0,24.6,38.0,58.5,6.0,9.2,0.0,0.0,4.0,6.2,1.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,,,1.0,1.5,,,,,,
2005-2006,,,,13.0,2.3,25.0,4.4,4.0,0.7,0.0,0.0,521.0,91.1,465.0,81.3,12.0,2.1,0.0,0.0,0.0,0.0,,,28.0,4.9,,,,,,
2005-2006,,,,34.0,6.8,97.0,19.3,285.0,56.8,0.0,0.0,61.0,12.200000000000001,50.0,10.0,7.0,1.4,0.0,0.0,0.0,0.0,,,34.0,6.8,,,,,,
2005-2006,,,,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,413.0,99.30000000000001,391.0,94.0,4.0,1.0,0.0,0.0,5.0,1.2,,,7.0,1.7,,,,,,
2005-2006,,,,0.0,0.0,108.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,,,,,,
2005-2006,,,,0.0,0.0,282.0,99.3,1.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,1.0,0.4,,,,,,
2005-2006,,,,23.0,2.5,1.0,0.1,8.0,0.9,1.0,0.1,878.0,96.80000000000001,784.0,86.4,24.0,2.6,0.0,0.0,4.0,0.4,,,27.0,3.0,,,,,,
2005-2006,,,,30.0,5.5,9.0,1.6,10.0,1.8,0.0,0.0,491.0,89.30000000000001,403.0,73.3,8.0,1.5,1.0,0.2,3.0,0.5,,,15.0,2.7,,,,,,
2005-2006,,,,0.0,0.0,4.0,0.8,0.0,0.0,0.0,0.0,491.0,100.2,472.0,96.3,5.0,1.0,1.0,0.2,1.0,0.2,,,2.0,0.4,,,,,,
2005-2006,,,,1.0,0.4,1.0,0.4,0.0,0.0,0.0,0.0,235.0,99.6,227.0,96.2,4.0,1.7,0.0,0.0,0.0,0.0,,,2.0,0.8,,,,,,
2005-2006,,,,0.0,0.0,7.0,1.1,0.0,0.0,0.0,0.0,637.0,99.4,543.0,84.7,8.0,1.2,0.0,0.0,1.0,0.2,,,6.0,0.9,,,,,,
2005-2006,,,,14.0,1.3,0.0,0.0,0.0,0.0,0.0,0.0,1069.0,99.5,809.0,75.3,5.0,0.5,0.0,0.0,21.0,2.0,,,26.0,2.4,,,,,,
2005-2006,,,,0.0,0.0,184.0,27.1,0.0,0.0,0.0,0.0,494.0,72.7,432.0,63.6,6.0,0.9,0.0,0.0,5.0,0.7,,,16.0,2.4,,,,,,
2005-2006,,,,40.0,2.3,15.0,0.9,11.0,0.6,1.0,0.1,1759.0,99.8,1585.0,89.9,22.0,1.2,0.0,0.0,12.0,0.7,,,7.0,0.4,,,,,,
2005-2006,,,,10.0,4.1,3.0,1.2,0.0,0.0,0.0,0.0,231.0,94.69999999999999,206.0,84.4,4.0,1.6,0.0,0.0,1.0,0.4,,,10.0,4.1,,,,,,
2005-2006,,,,27.0,7.4,15.0,4.1,13.0,3.6,0.0,0.0,307.0,84.3,234.0,64.3,4.0,1.1,0.0,0.0,0.0,0.0,,,14.0,3.8,,,,,,
2005-2006,,,,4.0,0.6,60.0,9.5,0.0,0.0,1.0,0.2,570.0,89.89999999999999,508.0,80.1,31.0,4.9,0.0,0.0,4.0,0.6,,,22.0,3.5,,,,,,
2005-2006,,,,1.0,0.1,4.0,0.3,0.0,0.0,0.0,0.0,1294.0,100.6,1228.0,95.5,6.0,0.5,0.0,0.0,7.0,0.5,,,8.0,0.6,,,,,,
2005-2006,,,,76.0,11.0,137.0,19.8,29.0,4.2,0.0,0.0,426.0,61.7,404.0,58.5,1.0,0.1,1.0,0.1,1.0,0.1,,,54.0,7.8,,,,,,
2005-2006,,,,2.0,0.3,12.0,1.6,0.0,0.0,1.0,0.1,725.0,98.1,723.0,97.8,2.0,0.3,0.0,0.0,0.0,0.0,,,0.0,0.0,,,,,,
2005-2006,,,,0.0,0.0,4.0,1.1,0.0,0.0,0.0,0.0,372.0,100.5,358.0,96.8,0.0,0.0,0.0,0.0,1.0,0.3,,,1.0,0.3,,,,,,
2005-2006,,,,5.0,0.5,7.0,0.8,0.0,0.0,0.0,0.0,914.0,98.6,871.0,94.0,7.0,0.8,0.0,0.0,5.0,0.5,,,16.0,1.7,,,,,,
2005-2006,,,,3.0,1.0,0.0,0.0,1.0,0.3,0.0,0.0,304.0,98.4,236.0,76.4,10.0,3.2,0.0,0.0,4.0,1.3,,,10.0,3.2,,,,,,
2005-2006,,,,1.0,0.1,0.0,0.0,1.0,0.1,0.0,0.0,773.0,99.2,768.0,98.6,2.0,0.3,0.0,0.0,1.0,0.1,,,12.0,1.5,,,,,,
2005-2006,,,,12.0,1.2,5.0,0.5,2.0,0.2,1.0,0.1,1005.0,98.2,936.0,91.5,19.0,1.9,0.0,0.0,14.0,1.4,,,28.0,2.7,,,,,,
2005-2006,,,,7.0,0.5,55.0,4.3,4.0,0.3,0.0,0.0,1234.0,96.10000000000001,1008.0,78.5,32.0,2.5,3.0,0.2,11.0,0.9,,,6.0,0.5,,,,,,
2005-2006,,,,6.0,0.7,14.0,1.6,0.0,0.0,0.0,0.0,843.0,95.5,825.0,93.4,11.0,1.2,1.0,0.1,22.0,2.5,,,24.0,2.7,,,,,,
2005-2006,,,,5.0,1.7,0.0,0.0,0.0,0.0,1.0,0.3,277.0,95.9,213.0,73.7,2.0,0.7,0.0,0.0,0.0,0.0,,,10.0,3.5,,,,,,
2005-2006,,,,3.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,1078.0,99.89999999999999,1037.0,96.1,9.0,0.8,0.0,0.0,7.0,0.6,,,10.0,0.9,,,,,,
2005-2006,,,,3.0,0.4,4.0,0.5,0.0,0.0,0.0,0.0,828.0,99.39999999999999,793.0,95.2,7.0,0.8,0.0,0.0,16.0,1.9,,,9.0,1.1,,,,,,
2005-2006,,,,14.0,16.7,18.0,21.4,0.0,0.0,0.0,0.0,52.0,61.9,38.0,45.2,0.0,0.0,0.0,0.0,2.0,2.4,,,2.0,2.4,,,,,,
2005-2006,,,,324.0,47.9,29.0,4.3,4.0,0.6,1.0,0.1,274.0,40.5,236.0,34.9,11.0,1.6,1.0,0.1,2.0,0.3,,,61.0,9.0,,,,,,
2005-2006,,,,27.0,11.2,74.0,30.6,6.0,2.5,0.0,0.0,131.0,54.099999999999994,98.0,40.5,5.0,2.1,0.0,0.0,0.0,0.0,,,6.0,2.5,,,,,,
2005-2006,,,,41.0,3.7,383.0,34.6,8.0,0.7,0.0,0.0,660.0,59.6,430.0,38.8,23.0,2.1,0.0,0.0,0.0,0.0,,,25.0,2.3,,,,,,
2005-2006,,,,275.0,48.9,28.0,5.0,4.0,0.7,1.0,0.2,216.0,38.4,139.0,24.7,26.0,4.6,1.0,0.2,0.0,0.0,,,52.0,9.3,,,,,,
2005-2006,,,,55.0,14.3,56.0,14.6,3.0,0.8,0.0,0.0,287.0,74.7,177.0,46.1,5.0,1.3,0.0,0.0,5.0,1.3,,,8.0,2.1,,,,,,
2005-2006,,,,48.0,2.6,70.0,3.8,1.0,0.1,1.0,0.1,1710.0,93.4,1661.0,90.8,17.0,0.9,1.0,0.1,17.0,0.9,,,4.0,0.2,,,,,,
2005-2006,,,,98.0,8.2,1.0,0.1,9.0,0.8,0.0,0.0,1093.0,91.10000000000001,598.0,49.8,11.0,0.9,0.0,0.0,0.0,0.0,,,22.0,1.8,,,,,,
2005-2006,,,,4.0,0.6,349.0,50.6,1.0,0.1,1.0,0.1,333.0,48.3,248.0,35.9,1.0,0.1,0.0,0.0,1.0,0.1,,,8.0,1.2,,,,,,
2005-2006,,,,60.0,32.1,1.0,0.5,0.0,0.0,0.0,0.0,126.0,67.4,89.0,47.6,5.0,2.7,1.0,0.5,5.0,2.7,,,11.0,5.9,,,,,,
2005-2006,,,,51.0,16.8,10.0,3.3,1.0,0.3,0.0,0.0,241.0,79.3,224.0,73.7,8.0,2.6,0.0,0.0,0.0,0.0,,,8.0,2.6,,,,,,
2005-2006,,,,382.0,43.2,15.0,1.7,18.0,2.0,1.0,0.1,457.0,51.7,234.0,26.5,15.0,1.7,0.0,0.0,0.0,0.0,,,39.0,4.4,,,,,,
2005-2006,,,,14.0,1.8,503.0,65.8,1.0,0.1,2.0,0.3,230.0,30.099999999999998,185.0,24.2,17.0,2.2,1.0,0.1,0.0,0.0,,,20.0,2.6,,,,,,
2005-2006,,,,2.0,0.3,569.0,73.4,0.0,0.0,1.0,0.1,201.0,25.900000000000002,114.0,14.7,13.0,1.7,0.0,0.0,3.0,0.4,,,12.0,1.5,,,,,,
2005-2006,,,,22.0,2.4,51.0,5.5,2.0,0.2,0.0,0.0,873.0,93.69999999999999,672.0,72.1,26.0,2.8,0.0,0.0,16.0,1.7,,,13.0,1.4,,,,,,
2005-2006,,,,331.0,49.0,37.0,5.5,3.0,0.4,0.0,0.0,293.0,43.4,188.0,27.9,4.0,0.6,1.0,0.1,0.0,0.0,,,28.0,4.1,,,,,,
2005-2006,,,,86.0,7.8,12.0,1.1,5.0,0.5,0.0,0.0,1013.0,91.9,929.0,84.3,33.0,3.0,0.0,0.0,13.0,1.2,,,21.0,1.9,,,,,,
2005-2006,,,,30.0,1.7,821.0,46.3,1.0,0.1,1.0,0.1,921.0,51.900000000000006,671.0,37.8,14.0,0.8,2.0,0.1,3.0,0.2,,,30.0,1.7,,,,,,
2005-2006,,,,6.0,0.4,1456.0,92.5,12.0,0.8,1.0,0.1,82.0,5.3,61.0,3.9,8.0,0.5,0.0,0.0,6.0,0.4,,,21.0,1.3,,,,,,
2005-2006,,,,12.0,5.4,8.0,3.6,3.0,1.4,1.0,0.5,196.0,88.3,182.0,82.0,4.0,1.8,2.0,0.9,2.0,0.9,,,7.0,3.2,,,,,,
2005-2006,,,,2.0,0.2,527.0,49.6,0.0,0.0,0.0,0.0,525.0,49.3,341.0,32.1,27.0,2.5,0.0,0.0,1.0,0.1,,,18.0,1.7,,,,,,
2005-2006,,,,17.0,1.3,22.0,1.7,2.0,0.2,1.0,0.1,1280.0,97.4,842.0,64.1,17.0,1.3,1.0,0.1,9.0,0.7,,,11.0,0.8,,,,,,
2005-2006,,,,171.0,12.9,7.0,0.5,5.0,0.4,0.0,0.0,1155.0,87.10000000000001,745.0,56.2,25.0,1.9,0.0,0.0,3.0,0.2,,,33.0,2.5,,,,,,
2005-2006,,,,75.0,5.4,6.0,0.4,2.0,0.1,0.0,0.0,1306.0,94.3,1219.0,88.0,13.0,0.9,1.0,0.1,4.0,0.3,,,26.0,1.9,,,,,,
2005-2006,,,,33.0,2.6,6.0,0.5,0.0,0.0,0.0,0.0,1250.0,97.3,1200.0,93.4,15.0,1.2,1.0,0.1,11.0,0.9,,,10.0,0.8,,,,,,
2005-2006,,,,18.0,0.9,7.0,0.4,0.0,0.0,0.0,0.0,1953.0,99.3,1576.0,80.1,18.0,0.9,1.0,0.1,11.0,0.6,,,34.0,1.7,,,,,,
2005-2006,,,,139.0,12.1,126.0,10.9,15.0,1.3,0.0,0.0,847.0,73.5,651.0,56.5,41.0,3.6,0.0,0.0,0.0,0.0,,,43.0,3.7,,,,,,
2005-2006,,,,8.0,0.9,287.0,30.9,1.0,0.1,0.0,0.0,628.0,67.6,384.0,41.4,14.0,1.5,0.0,0.0,0.0,0.0,,,21.0,2.3,,,,,,
2005-2006,,,,8.0,0.9,9.0,1.0,0.0,0.0,0.0,0.0,842.0,97.3,646.0,74.7,8.0,0.9,1.0,0.1,3.0,0.3,,,12.0,1.4,,,,,,
2005-2006,,,,3.0,1.5,3.0,1.5,0.0,0.0,0.0,0.0,186.0,95.9,173.0,89.2,2.0,1.0,0.0,0.0,6.0,3.1,,,3.0,1.5,,,,,,
2005-2006,,,,365.0,36.1,20.0,2.0,5.0,0.5,2.0,0.2,591.0,58.4,420.0,41.5,20.0,2.0,2.0,0.2,0.0,0.0,,,52.0,5.1,,,,,,
2005-2006,,,,0.0,0.0,519.0,100.0,0.0,0.0,0.0,0.0,1.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,,,,,,
2005-2006,,,,3.0,0.2,85.0,6.6,0.0,0.0,0.0,0.0,1212.0,93.8,942.0,72.9,10.0,0.8,0.0,0.0,4.0,0.3,,,13.0,1.0,,,,,,
2005-2006,,,,13.0,1.3,58.0,5.8,0.0,0.0,0.0,0.0,932.0,92.8,841.0,83.8,28.0,2.8,0.0,0.0,13.0,1.3,,,34.0,3.4,,,,,,
2005-2006,,,,0.0,0.0,655.0,97.8,0.0,0.0,1.0,0.1,5.0,0.7,4.0,0.6,2.0,0.3,0.0,0.0,0.0,0.0,,,10.0,1.5,,,,,,
2005-2006,,,,0.0,0.0,493.0,99.4,0.0,0.0,0.0,0.0,1.0,0.2,1.0,0.2,1.0,0.2,0.0,0.0,0.0,0.0,,,2.0,0.4,,,,,,
2005-2006,,,,8.0,0.8,216.0,22.7,0.0,0.0,0.0,0.0,724.0,76.10000000000001,512.0,53.8,6.0,0.6,0.0,0.0,1.0,0.1,,,17.0,1.8,,,,,,
2005-2006,,,,0.0,0.0,345.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,,,,,,
2005-2006,,,,0.0,0.0,565.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,,,,,,
2005-2006,,,,31.0,6.9,6.0,1.3,20.0,4.4,1.0,0.2,398.0,88.3,319.0,70.7,21.0,4.7,1.0,0.2,17.0,3.8,,,16.0,3.5,,,,,,
2005-2006,,,,0.0,0.0,574.0,85.4,0.0,0.0,1.0,0.1,94.0,13.9,48.0,7.1,1.0,0.1,0.0,0.0,1.0,0.1,,,4.0,0.6,,,,,,
2005-2006,,,,0.0,0.0,562.0,99.3,0.0,0.0,0.0,0.0,3.0,0.5,2.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,,,1.0,0.2,,,,,,
2005-2006,,,,30.0,4.7,3.0,0.5,12.0,1.9,1.0,0.2,576.0,90.1,441.0,69.0,8.0,1.3,0.0,0.0,0.0,0.0,,,37.0,5.8,,,,,,
2005-2006,,,,18.0,10.1,5.0,2.8,1.0,0.6,0.0,0.0,158.0,88.30000000000001,150.0,83.8,0.0,0.0,0.0,0.0,0.0,0.0,,,3.0,1.7,,,,,,
2005-2006,,,,6.0,1.4,49.0,11.3,0.0,0.0,0.0,0.0,371.0,85.3,356.0,81.8,1.0,0.2,0.0,0.0,8.0,1.8,,,12.0,2.8,,,,,,
2005-2006,,,,1.0,0.3,35.0,10.8,0.0,0.0,0.0,0.0,283.0,87.3,278.0,85.8,2.0,0.6,0.0,0.0,3.0,0.9,,,5.0,1.5,,,,,,
2005-2006,,,,1.0,0.8,16.0,12.0,0.0,0.0,0.0,0.0,111.0,83.5,110.0,82.7,1.0,0.8,0.0,0.0,1.0,0.8,,,5.0,3.8,,,,,,
2005-2006,,,,4.0,0.4,19.0,2.1,1.0,0.1,0.0,0.0,876.0,96.5,805.0,88.7,4.0,0.4,0.0,0.0,4.0,0.4,,,20.0,2.2,,,,,,
2005-2006,,,,1.0,0.7,2.0,1.5,0.0,0.0,0.0,0.0,137.0,102.3,106.0,79.1,2.0,1.5,0.0,0.0,0.0,0.0,,,0.0,0.0,,,,,,
2005-2006,,,,0.0,0.0,637.0,99.1,0.0,0.0,1.0,0.2,0.0,0.0,0.0,0.0,2.0,0.3,0.0,0.0,0.0,0.0,,,5.0,0.8,,,,,,
2005-2006,,,,7.0,1.2,6.0,1.1,1.0,0.2,0.0,0.0,557.0,98.1,472.0,83.1,2.0,0.4,0.0,0.0,26.0,4.6,,,9.0,1.6,,,,,,
